﻿﻿編號,﻿﻿後台景點編號,機關代碼,名稱,介紹內容,開放時間,郵遞區號,縣市,縣市別代碼,鄉鎮,地址,管理單位,電話,地理座標（緯度）,地理座標（經度）,停留時間,門票/收費,旅遊叮嚀,行車資訊,大眾運輸,停車資訊,官方網站,粉絲專頁,谷歌地點ID,服務設施,主題分類,認證分類,觀光局資訊標準格式分類
"428","496","387300000H","臺中市立圖書館西屯分館","西屯分館位於臺中市西屯鬧區，在這個市地重劃，各項重大建設齊頭並進的密集區域，西屯分館成為在這個繁華熱鬧的行政區中具有十足休閒閱讀、快樂學習的重要場所。 另外西屯分館鄰近逢甲夜市，在這個全國數一數二熱鬧的觀光商圈中，人聲鼎沸，各種美食漫天飄香，同時在西屯分館裡交錯著書香，閱讀中洋溢著親切的人間煙火，活力十足的滋養著這城市的魅力角落。","週二至週六 08：30至21：00 週日 08：30至17：30 週一及國定假日休館","407","臺中市","66000","西屯區","福星路666號","臺中市立圖書館","04-27011102","24.1729876","120.6490204","1-2小時","","","福星路接河南路口直行兩分鐘即可抵達。","■「河南福興路口」站下車，可搭：28、54、68■「河南崇義街口」站下車，可搭：33、79、6268、7507■「上石里」站下車，可搭：25、29、37、45、125、35","","https://www.library.taichung.gov.tw/public/lib/index.asp?m1=28","","ChIJHQ_7KycWaTQR__x6J2a8Twk","公廁、網路、無障礙廁所","藝術空間、特色文化","","文化類、藝術類"
"429","529","387300000H","霧峰林家花園林獻堂博物館園區","林獻堂博物館林獻堂先生身處新舊思想交替的年代，因而具備新舊知識分子優點，這兩種特質的融合，使獻堂先生成為臺灣二十世紀前半期最偉大的人物之一。館內展示霧峰林家相關文獻史料、古文書、林獻堂日記真跡、墨寶、手稿、檔案、明信片及霧峰林家早年使用的生活用品、家具與重要文人書畫等。走入本館欣賞台灣手工技藝，與精緻華麗的文化，如同閱讀一部林獻堂先生傳記與一篇瑰麗錦繡的立體台灣史。萊園臺灣四大名園之首，霧峰林家後花園，1893年林文欽先生中舉後，為感激其母羅太夫人育養之恩，興建花園以供母親頤養天年，並以老萊子彩衣娛親典故命名為「萊園」。萊園是一座依山傍水的美麗林園，國定古蹟五桂樓、飛觴醉月亭、小習池、木棉橋，巧妙的形成自然與人文完美結合，風光優美，成為聞名全台的勝景。蓉鏡齋始建於1838年，初為起居住所，1887年林文欽將其改建為私家書齋（俗稱新學仔），以《酉陽雜俎》「芙蓉鏡下及第」典故，命名為「蓉鏡齋」。是林獻堂先生從小與親族一同學習傳統漢學的書院，其建築風格採傳統書院格局，前庭如孔廟形制，掘一泮池，正廳為講堂，前方為典雅軒亭，可謂台灣格局最完整的私家書院，亦為當時中部地區最重要的漢學教育中心。景薰樓「景薰樓」為頂厝系主要宅邸林獻堂故居，主建築分為三進九開間，即俗語所說「大厝九包五、三落百二門」，為傳統合院式格居，林奠國於1864年開始興建，1867年林文鳳完成第一落內外護龍、正身與景薰樓門樓；1883年林文欽完成第二落主體建築與第三落部分。後來林獻堂在日治時期重新整修，增建正廳前葡萄架，並將原本的門樓重建，形成今日我們所看到的規模。正廳棟架間分別有可活動「八卦門」、「四喜」雕飾，還有二進的「英（鷹）雄獨立」雙視畫，以及象徵「魚躍龍門」造型之斗拱。主廳兩側有大型花瓶門，取四季出入平安之意，傳統建築樣式包羅萬象。以上圖文資訊由霧峰林家花園林獻堂博物館園區館提供","8:30~17:00","413","臺中市","66000","霧峰區","萊園路91號(明台高中校區內)","","04-23391761","24.06121365","120.7031098","1-3小時","全園導覽費用：全票$220、團體票$200（20人以上）、學生票(大學、高中$100)、(國中以下$80)。林獻堂博物館：全票$100、學生票$70、國中生以下及霧峰鄉親免費（需出示證件）。消費資訊請依店家公布為主。","","從臺中出發走中投公路往霧峰草屯方向，於霧峰出口處下走成功路即可到明台高中。","搭臺中客運往霧峰站進入約500~600公尺。","","https://www.thelinfamily.org.tw/","","ChIJ1TzaAKY7aTQRsm-w0tJJVog","展示館、公廁、公車站、解說簡報","藝術空間、教育資源","","文化類、藝術類"
"430","1818","387300000H","海灣繪本館","海灣繪本館，擁有濃厚的懷舊文藝氛圍，位於清水眷村文化園區旁，原為眷村老宅改建而成。建築外觀保留了眷村傳統的建築美感，以海灣與大翅鯨為主題，帶來獨特的視覺感受。館內裝飾充滿海洋元素，為書友與小朋友打造了一個充滿創意與想像的閱讀空間。歡迎市民朋友攜家帶眷來此體驗，共同沉浸於這個別具特色的文化景點。","週一～週五休息週六：上午10:00 - 下午12:00 、下午1:00 - 下午5:00週日：上午10:00 - 下午12:00 、下午1:00 - 下午5:00","436","臺中市","66000","清水區","中社路54號","","","24.26813186","120.5576509","","","","","","","","https://m.facebook.com/baypicture/?tsid=0.413775914400459&source=result","ChIJlbulzpsUaTQRu8oW2UG1f74","","藝術空間、教育資源","","藝術類"
"431","486","387300000H","賴高山藝術紀念館","創始人賴高山先生，自幼研習漆藝，將一生奉獻於台灣漆文化之創作研究與發展，有感於民族傳統工藝傳承推廣之重要，將一甲子所學所作所收藏之漆文物，提供參觀。館內作品皆為賴氏父子自1940年代以來的創作，由於不斷研究漆藝的技巧與媒材，館藏十分豐富。約可分為漆畫區、面具區、漆陶區、各類技法整理區、日常用品區、材料工具展示區等，參觀者將對36種漆藝步驟與價值連城的堆彩漆瓶以及賴氏父子的獨門絕活「雕漆」印象深刻。館內同時展示漆藝研究的最新創作如漆琴、漆桌，以及賴作明先生新近配合文建會精緻文化創意產業所研發的「大墩漆陶」餐具，非常特別的是，以印葉貼附法，將南屯犁頭店地區特有的麻芛葉子印蓋在漆面上。未來，本館除持續致力於研究、推廣漆文化之外，亦將朝向參觀者DIY簡易創作、以及研發生活化的作品，以便讓更多大眾親近漆藝文化。賴高山先生師承日人山中公，於「臺中工藝專科學校」習得融合臺灣意象的雕刻技法與漆工藝「蓬萊塗」。2000年，賴高山與賴作明父子將昔日漆工廠兼自宅改建為「臺灣漆文化博物館」，目前館內以賴高山先生生平事蹟、創作，以及臺灣樹漆文化發展為主軸，將臺中獨特的漆文化作為臺灣特色，發揚光大。導覽解說：■有 □無 ■預約制圖文由臺中市政府文化局提供。","","401","臺中市","66000","東區","建智街12號","","04-22813106","24.1268881","120.6892974","","","","","搭乘仁友客運60號，於勞工服務中心站下車，沿立德東街步行，右轉建智街。","","https://www.facebook.com/laimuseum/","","ChIJPbXEgyI9aTQRzWZuRnEgZvE","展示館","藝術空間、教育資源、地方展館","","文化類、藝術類"
"432","1906","387300000H","台中海洋館","台中海洋館位在臺中市清水區，戶外廣場設置「悠游水漾」及「到海邊坐坐」兩件公共藝術作品。「悠游水漾」整體造型結合水與海洋生物的想像，以鏡面不鏽鋼材質呈現水的律動，周邊水面悠游自在的魚，象徵廣闊無垠的海洋。「到海邊坐坐」透過從水底向上看的海面波紋呈現，一圈又一圈的波浪，而馬賽克拼貼座椅象徵海上的浪花，提供遊客與作品的互動休憩場所，歡迎到此坐坐。","","436","臺中市","66000","清水區","海洋路168號","","","24.29675","120.5196399","","","","","","","","","","","藝術空間、教育資源、地方展館","",""
"433","1957","387300000H","臺中綠美圖(臺中市立美術館與臺中市立圖書館)","臺中綠美圖介紹坐落於中央公園北側，臺中綠美圖為臺中市立美術館與臺中市立圖書館共構而成的全新文化地標，由妹島和世與西澤立衛所組成的日本SANAA事務所及劉培森建築師事務所攜手設計。建築由八座高低錯落、彼此連通的量體構成，開放多元出入口，邀請人們自由漫遊、探索空間；外觀以金屬擴張網與玻璃帷幕等多元材質交融，展現通透、流動與開放的空間特質，使自然與公園綠意柔和地進入室內，建築宛如與城市、自然共生共融。綠美圖作為一個知識與感知交會的跨域場域，關注當代議題與城市文化脈動，透過展覽、書籍與多元活動，鼓勵人們在此相遇與對話，進而與人、城市和自然建立深刻連結，形成一座激發交流與思辯，並引領嶄新文化經驗的文化場域。臺中市立美術館介紹開放時間：週一公休 / 週二至週五 9:00-17:00 / 週六 9:00~20:00 / 週日 9:00~17:00臺中市立美術館以「跨界共融」為核心理念，致力於成為一座跨越邊界、開拓想像的美術館。以臺中百年文化之都的歷史脈絡與人文底蘊為根基，探索中部藝術發展脈絡與特色，並扣合當代城市生活與公共議題，開啟跨時空、跨領域的展演計畫及多面向體驗，同時積極連結國際藝術脈動，共振出開放多元的對話場域。美術館期望營造友善、多元的參訪經驗，讓每位觀眾都能在此獲得共鳴及美好經驗，將藝術的啟發帶入日常，回應自身，激發個人感知與創造的可能。中美館官方網站：https://www.tcam.museum中美館臉書粉絲專頁：https://www.facebook.com/TaichungArtMuseum中美館Instagram帳號：＠taichungartmuseum臺中市立圖書館介紹開放時間：週一公休 / 週二至週六 8:30-21:00 / 週日 8:30~17:30臺中市立圖書館總館以「市民參與」、「館藏應用」與「國際合作」為核心，整合全市閱讀資源，推動科技創新與人本服務，以閱讀力提升城市競爭力為願景，推動大臺中閱讀藍圖。新總館為全臺首座採分齡分棟設計的公共圖書館，挑高設計營造寬敞明亮的閱讀空間，導入先進數位科技，創造嶄新的互動閱讀體驗，並透過大數據平台進行即時分析與營運監控，有效提升服務效能與服務品質，同時積極跨領域活動與國際合作，成為市民終身學習、探索未來、永續多元的知性與感性交流的閱讀場域。中市圖官方網站：https://www.library.taichung.gov.tw中市圖臉書粉絲專頁：https://www.facebook.com/TaichungCityLibrary中市圖Instagram帳號：＠taichungcitylibrary交通方式●高鐵抵達高鐵臺中站，於七號出口轉搭計程車到臺中綠美圖● 捷運&公車搭乘臺中捷運綠線在「文華高中」下車，步行至「文心河南路口」轉乘525路至「經貿七路口」下車，沿經貿路二段至經貿七路口，步行約5分鐘（350公尺）即可抵達綠美圖。● 公車(1) 搭乘綠4、88、525路至「經貿經貿七路口」站下車後，沿著經貿路二段至經貿七路口步行約5分鐘（350公尺）即可抵達綠美圖。(2) 搭乘 6、8、23、54、61、82、108、500、850路公車在「中清同榮路口」或「貿易三村」下車後，沿經貿七路步行約10分鐘（650公尺）即可抵達綠美圖。(3) 搭乘8、157、157延、529路公車，至「經貿黎明路口」或「黎明中科路口」下車，步行10分鐘。● 自行開車國道一號南下中清交流道—右轉環中路二段—左轉中科路，國道一號北上中清交流道— 右轉環中路二段—左轉中科路。 停車資訊停車場小型汽車停車位335位、機車停車位386 位","● 臺中市立美術館：週一公休 /  週二至週五 9:00-17:00 / 週六 9:00~20:00 / 週日 9:00~17:00● 臺中市立圖書館：週一公休 /  週二至週六 8:30-21:00 / 週日 8:30~17:30","407","臺中市","66000","西屯區","中科路2201號","","04-24225101","24.1927008","120.6550704","","","","國道一號南下中清交流道—右轉環中路二段—左轉中科路，國道一號北上中清交流道—右轉環中路二段—左轉中科路。","● 高鐵抵達高鐵臺中站，於七號出口轉搭計程車到臺中綠美圖● 捷運&公車搭乘臺中捷運綠線在「文華高中」下車，步行至「文心河南路口」轉乘525路至「經貿七路口」下車，沿經貿路二段至經貿七路口，步行約5分鐘（350公尺）即可抵達綠美圖。 ● 公車(1) 搭乘綠4、88、525路至「經貿經貿七路口」站下車後，沿著經貿路二段至經貿七路口步行約5分鐘（350公尺）即可抵達綠美圖。(2) 搭乘 6、8、23、54、61、82、108、500、850路公車在「中清同榮路口」或「貿易三村」下車後，沿經貿七路步行約10分鐘（650公尺）即可抵達綠美圖。(3) 搭乘8、157、157延、529路公車，至「經貿黎明路口」或「黎明中科路口」下車，步行10分鐘。","停車場小型汽車停車位335位、機車停車位386 位","https://tgm.taichung.gov.tw/zh","","ChIJD3BPj6EXaTQR4Rrdg1pVbd8","展示館、停車場","藝術空間、教育資源、地方展館","",""
"434","81","387300000H","葫蘆墩文化中心","位於豐原區圓環東路上，文藝氣息濃厚，是台中市民的文化、休閒重鎮。文化中心內保存、維護了許多重要地方文化資產。並按年度排定各項文物展覽，且設有預約導覽，進行展品之介紹解說，以發揮文化中心與民眾之間的互動及社教功能。近年來亦經常舉辦各式各樣有趣的文化活動。大臺中幅員遼闊，族群多元，人文薈萃，藝文人才輩出，本中心前身為「臺中市立文化中心」，係配合中央政府政策將文化建設列入12項重要計畫，每一縣市設立文化中心，於民國67年底開始規劃籌建，並於69年8月開工，而於71年12月底竣工，隨即於72年元旦落成啟用，將臺中市文化建設帶入新領域。成立以來，發揮地方特色，宣揚鄉土文化，倡導讀書風氣，建立書香社會，辦理藝文活動，提高民眾欣賞水準，舉辦假日表演廣場活動，提供民眾正當休閒活動，建立志工制度，擴大參與層面，辦理藝文研習活動，培育藝文人口。79年設置編織工藝館，致力於保存及研究編織技藝，策辦編織展覽，獎勵並培育編織人才，每二年辦理一屆全國性的編織工藝獎，辦理國際交流活動，策辦「亞太編織藝術節」、「臺灣vs沖繩」、「日本和服捐贈展」等，累積文化外交的能力與經驗。99年12月25日臺中市市合併升格直轄市，中心改制，並依據所在地豐原舊地名，定名為「葫蘆墩文化中心」，直屬臺中市政府文化局所轄，為大臺中地區山線最重要的文化機構。導覽解說：■有 □無 ■預約制線上預約：https://www.huludun.taichung.gov.tw/guide/index.asp?Parser=99,9,42 ","星期二至星期六 08:30-21:00，星期日 08:30-17:30","420","臺中市","66000","豐原區","圓環東路782 號","","04-25260136","24.25281","120.73019","1-2.5小時","","","*國道1號‧下【豐原交流道】往豐原方向→行駛中正路經圓環西路，或圓環南路，即可到達本中心。‧下【豐原交流道】往豐原方向→行駛中正路經向陽路→左轉圓環東路，即可到達本中心。*國道3號‧南下 	於【中港系統交流道】接【國道4號(神岡、清水)】往神岡方向→於【臺中系統交流道】接【國道1號(后里、臺中)】往臺中方向→下【豐原交流道】往豐原方向→行駛中正路經圓環西路或圓環南路，即可到達本中心。 或下【豐原交流道】往豐原方向→行駛中正路經向陽路交叉路口→左轉圓環東路，即可到達本中心。‧北上  	於【快官交流道】接【中彰快速道路(74線)】往臺中方向→下【松竹交流道】後直走環中東路二段→至環中東路二段與松竹路交叉路口→左轉松竹路(約行駛百餘公尺)→見到松竹路軍功路交叉路口→右轉軍功路直駛→至軍功路與豐興路三叉路口→在右轉豐興路一段，直駛至圓環東路後→再右轉圓環東路，即可到達本中心。","豐原火車站下車，出站後直走至對面，步行約100餘公尺到達『豐原客運豐原總站』，搭乘(往東勢.谷關.卓蘭方向) 即可到達『文化中心站(站牌名稱)』。  *	208路 豐原－卓蘭（豐原客運）*	206路 豐原－東勢南站（豐原客運）*	207路 豐原－谷關（豐原客運）*	209路 豐原－東勢林場（豐原客運）*	91路 舊庄－中興嶺（豐原客運）*	235路 豐原圓環線*	新市政中心－陽明大樓（中台灣客運）","本中心（文化中心(平面)停車場：於文化中心裡面，共69個停車格）。中心右側北陽(平面)停車場：共208格，每小時20元。","https://www.huludun.taichung.gov.tw/index.asp","https://www.facebook.com/huludun.taichung","","展示館、公共電話、停車場、公廁、公車站、無障礙廁所、無障礙坡道、無障礙電梯、無障礙停車位","藝術空間、無障礙景點、特色文化","","文化類、藝術類"
"435","521","387300000H","臺中市長公館ˍ不老夢想125號","不老夢想125號・說歷史落成於1929年(昭和4年)的宮原氏別墅，是宮原眼科醫師-宮原武熊興建的住宅別墅，1945年，日本人遭遣返，由臺中市政府接收做為市長官邸使用。2016年，弘道老人福利基金會為呼應臺中市托老政策及活化歷史建築，以銀髮、文創的「銀創參與」為規劃概念，打造「不老夢想125號」。藉由一個個不老夢想、一位位真人圖書長者、一份份兼具老智慧與新創意的食飲，傳遞心不老、夢不老、行動不老的三不老精神。【不老夢想展覽】有一天當你八十歲，還有多少作夢的勇氣？  其實，夢想是一種姿態，無關乎年齡！展館一樓設有「不老夢想常設展」與「真人圖書坊」，藉由一幅幅真實故事，讓人看見爺奶超乎所想的夢想及不老圓夢力；而藉由遇見一位長輩，就像打開一個世界、讀了一本書，讓你拓展不一樣的銀視野，更歡迎借閱「不老真人圖書」！展館二樓的「夢想特區」不定期舉辦各式夢想特展與活動。♥歡迎團體預約規劃參訪行程，免費觀展/周末定時導覽/場地租借。    【夢想庭園】不老夢想125號寬敞庭院，不定期舉辦各式活動與公益市集，花圃更化身為可食地景，藉由長輩們每季栽種、採收不同植物，與年青世代交流互動，為台中舊城區打造充滿綠意生活的城市田園角落。♥歡迎團體場地租借、參與125號夢市集活動。【不老食埕X不老料理人/服務生】高年級實習生不只在電影中上演，不老食埕直接創造銀髮就業機會，聘請長輩成為不老料理人、不老服務生，年紀最長的更已是「祖級」的囉！他們樂分享傳承古早味，更樂學習新技能用IPAD點餐，歡迎你一起來感受不老熱情並看見銀髮就業的不老活力。♥歡迎約會聚餐/下午茶/預約訂位/團體包場/10人以上預約私房菜單料理【慢食悠活-仙角百老匯套餐】老記憶、新滋味。以完美肥瘦比例炒出香氣四溢肉燥，搭配現磨在來米漿，融合南瓜、菠菜、紅麴米或紫心地瓜，在手工竹蒸籠裡，化身一碗碗像米布丁又像馬卡龍的天然彩色碗粿，菜園耕種新鮮採收時蔬，組合而成的Bulao時尚佐肉燥飯沙拉套餐。 【125℃照顧角落】臺中市政府衛生局「107年度社區整體照顧體系A級單位計畫」補助，開始推動「125°C照顧角落(125 Care Corner)」 ，提供長期照顧服務諮詢，讓長期照顧服務找的到、看到的和用得到，並且 提供一案到底的陪伴關懷服務。結合為多元化的美學休憩生活空間，針對不同的服務對象，定期辦理照顧社群活動、講座與小聚。作為區域裡專業照顧服務提供者資源聯繫交流平台。（本文內容取自不老夢想125號官網）開放時間：週一至週日，07:00-20:00館舍地址：臺中市北區雙十路一段125號聯絡電話：04-22270125官方網站：https://www.bulao125.com/Facebook：https://www.facebook.com/bulao125/Instagram：bulao_125 導覽解說：■有 □無 ■預約收費制預約電話：04-22270125其他服務：■文創小舖：不老夢想125號夢想嚴選商店■餐飲品牌：不老食光，LOUISA■不老真人圖書：每週四、週日14:30～15:30■不老電影院：每月25日放映不老騎士紀錄片","週一至週日，07:00-20:00","404","臺中市","66000","北區","雙十路一段125號","臺中市政府社會局","04-22270125","24.1487","120.68682","0.5-1小時","","","開車資訊：1.國道一號-台中交流道下，往台中市方向直走臺灣大道，左轉五權路，右轉太平路直走到底，左轉雙十路至本館。2.國道一號-大雅交流道下，往台中市方向順中清路，左轉五權路，右轉太平路直走到底，左轉雙十路至本館。3.中彰快速道路-市政路閘口下，順市政路左轉文心路，右轉崇德路接錦南街，右轉雙十路至本館。4.中彰快速道路-五權西路閘口下，順五權西路，左轉五權路，右轉太平路直走到底，左轉雙十路至本館。","火車資訊：搭乘火車至台中火車站轉乘公車至台中一中站或台中科技大學站。高鐵資訊：搭乘高鐵至台中站，轉乘高鐵接駁公車至台中一中站。公車資訊：1.統聯客運81：自台中車站、統聯轉運站、朝馬搭乘至「台中一中站」。2.統聯客運82：自台中高鐵站搭乘至「台中科技大學站」。3.台中客運41：至「台中一中站」。4.搭任一線公車至「台中一中站」或「台中科技大學站」沿著台中科技大學大門前育才街直走至與雙十路路口即可抵達。","台中市長公館周邊道路路邊停車格及停車場，尊賢街水利大樓地下停車場。","https://www.bulao125.com/","https://www.facebook.com/bulao125/","","展示館、販賣部、停車場、公廁、解說簡報、網路","藝術空間、歷史古蹟","","古蹟類、藝術類"
"436","935","387300000H","霧峰林家宮保第園區","霧峰林家，因發跡於臺中霧峰而得名。在十九世紀，林家掌控臺灣大量農田，並協助平定多場戰亂，而擁有數千兵力，獲得樟腦專賣等特權，為臺灣五大家族之一。國定古蹟霧峰林家是指霧峰林家位在霧峰的園林與宅邸建築總稱，範圍包含下厝系統、頂厝系統以及萊園三大部份建築群落。霧峰林家宮保第園區，開放參觀區域為隸屬下厝的「宮保第」和「大花廳」兩處空間，皆為臺灣傳統建築的典範，相當具有文化藝術的價值。 臺灣閩式官宅代表「宮保第」，1858年興建至1895年完工，十一開間五進深，規模宏大、全台第一。牆面的李鴻章字畫，整體彩繪細緻豐富一匾額一故事，令人眼睛一亮，而細木作部分，變化多端，典雅不俗，材料使用上呈現在地特色，窗花細部刻有蝙蝠、螭龍等傳統吉祥圖案，更增添華麗氣派感。臺灣僅存的福州式戲台建築「大花廳」，1890年興建至1894年左右完工，面寬五開間，明廳與洞窗設計頗富特色，作為宴客和家族聚會看戲等活動用途，是霧峰林家下厝鼎盛的重要象徵。在這裡大花廳空間，過往曾舉辦過不少政治、民族、女性相關社會議題講座活動，如臺灣議會請願、新文化運動等，帶給臺灣民主社會深遠的影響，而現在也會不定期舉辦表演藝術活動，與社會大眾共享這處別具歷史意義的空間。安排來一趟園區遊玩，可藉由霧峰林家過往的歷程，了解臺灣百年來的歷史，欣賞大戶人家的中華傳統建築之美，體會昔日的傳統「奉茶」禮儀，為一座寓教於樂、適合闔家來訪的古蹟園區。 開放時間：週一至週日，09:00-12:00，13:00-17:00館舍地址：臺中市霧峰區民生路26號聯絡電話：04-23317985官方網站：http://wufenglins.com.tw/Facebook：https://www.facebook.com/wufenglinsInstagram：https://www.instagram.com/wufenglins/?hl=zh-tw導覽解說：■有 □無 ■預約制(官網預約)預約電話：04-23317985其他服務：■ DIY體驗：絹印/古裝體驗/刮畫 需事先預約■ 文創小舖■ 其他：夜間導覽活動(客製化行程)門票資訊：全票$250元：一般民眾；優惠票$200元：臺中市民，65歲以上老人，12歲以上學生學童票$125元：6歲以上12歲以下學童免費入園：霧峰區民，6歲以下兒童，身障人士 圖文由臺中市產業故事館發展協會協助提供。霧峰林家宮保第園區及周邊順遊景點推薦：  ","週一至週日，09:00-12:00/13:00-17:00","413","臺中市","66000","霧峰區","民生路26號","","04-23317985","24.06284","120.70081","1-2小時","全票250元: 一般民眾優惠票200元: 65歲以上老人/台中市民/12歲以上學生(左列須出示相關證件)學童票125元: 6歲以上12歲以下學童(小學生) 免費票;霧峰區民/6歲以下兒童/身障人士(左列須出示相關證件)團體票:20人以上為團體(團體相關事項請洽業務部04-23317985)","","1.	中投快速道路於北勢村出口下→往霧峰方向延四德路、萊園路口→-接民生路即可抵達「林家宮保第園區」。2.	中投快速道路丁台出口閘道至霧峰→接中正路往泰安醫院方向→接民生路即可抵達「林家宮保第園區」。3.	國道3號於「霧峰交流道」下→左轉中正路往霧峰市區方向→至大同路(霧峰郵局)右轉→接民生路即可抵達「林家宮保第園區」。","1.	從台中火車站搭乘50、100線至霧峰郵局站(中正路)下車→步行約5分鐘即可到達。2.	從朝馬可搭乘151線經高鐵站至霧峰郵局站(中正路)下車→步行約5分鐘即可到達。3.	聯營客運南投-台中、南投-豐原班次→在霧峰站(中正路)下車→步行約5分鐘即可到達。4.	搭乘高鐵由高鐵台中站14號月台搭乘151路公車至霧峰站(中正路)下車（車行時間約30分鐘；再步行約5分鐘即可到達）。","1.	大客車在霧峰區公所前下客，並前行至成功路兩側空地停車。(大型停車場預計於104年1月完工)2.	小型車可停至民生路霧峰區公所停車場。","http://wufenglins.com.tw","","ChIJ1TzaAKY7aTQRsm-w0tJJVog","展示館、販賣部、停車場、公廁、公車站、解說簡報","藝術空間、歷史古蹟、戶外運動、教育資源、地方展館","","文化類、古蹟類、藝術類"
"437","1905","387300000H","大屯郡役所","歷史建築「大屯郡役所、州廳附屬建築群」坐落於台中市舊城區核心地帶，原為清代台灣府儒考棚所在，日治時期接續設置地區官署，可說是台中早期的行政心臟，戰後曾作為憲光七村及台中軍中廣播電台，見證了台中市社會環境與時代背景的演變。因距離台中火車站僅7分鐘車程，交通便利，故歷經修復後，成為舊城區重要文化地標。這裡不只是探訪歷史的起點，更是感受城市脈動與創意生活的最新場域。邀您一同品味台中舊城新風貌，體驗屬於這座城市的文化魅力！","","403","臺中市","66000","西區","民生路36號","","+886-4-22290280#503","24.13811357","120.6766284","","","","","","","","","ChIJ5UJLBw49aTQRNo_xNcs-ON0","","藝術空間、歷史古蹟、地方展館","",""
"438","502","387300000H","臺中市役所","臺中市役所興建於日治時期明治44年（西元1911年），建築為西洋古典主義風格，以辰野式紅白磚牆風格著名，更是臺中地區首見鐵筋混凝土建築。最初原為臺中廳公共埤圳聯合會事務所、臺中市行政官署，亦曾為市政資料館與新聞室、交通局等辦公空間，為本市著名地標及市區歷史象徵，於民國91年公告為本市歷史建築。市役所建築形式為仿巴洛克風格，屬大型近代官署建築，開口處強調造型表現，門窗多變，裝飾亦相當講究。主入口為挑高二層柱列式門廊，為希臘典型Ionic柱式，立面為灰泥飾面、拱心石，山牆加勳章飾。以八組木屋架組合而成的古典式華麗圓頂，除造型搶眼，亦是台灣同時期少見之木構造圓頂，周圍繞以圓形老虎窗。本建築採用磚構造、木構造、鐵筋混凝土構造及鋼構等組合而成，可說是日治時期建築構造技術具體展現之經典案例。臺中市役所於民國93年完成調查研究暨修復再利用規劃，105年修復完工，文化局續依促參法(OT)委由民間廠商營運，現由「好役思股份有限公司」取得經營權。一樓「有役思藝文空間」除規劃主題常設展，並設有共讀交流空間、串聯地方產業展示及人文美學手工藝體驗等；二樓義式餐廳「Narratore 說故事的人」則規劃北義風格料理，由曾任職於義大利米其林一星餐廳主廚林耀輝Lance主理。期許臺中市役所未來能成為臺中西區藝文能量匯聚之所，拉近大眾與歷史文化距離，促進地方經濟活絡，成為臺中具代表性之歷史文化建築。 開放時間1F「有役思」 藝文空間：週三至週日：11:00 - 21:002F「Narratore 說故事的人」義式餐廳：週三至週日：12:00 - 14:30、18:00-21:00週一、週二固定公休","1F有役思咖啡廳：週一到週日 09:30-17:301F～3F展覽空間：週一到週日 09:30-17:30＊2F為複合式展覽、藝文活動、餐宴空間，若有婚宴舉行，2F將不開放參觀(詳情請關注臺中市役所官網)","403","臺中市","66000","西區","民權路97號","","04-22220197","24.13835","120.67911","1-2小時","","","","","","http://www.uyes.com.tw/","https://www.facebook.com/Shiyakusho1911","","展示館、販賣部、公廁、公車站、解說簡報、導盲磚、無障礙廁所、無障礙坡道、無障礙電梯、無障礙停車位","藝術空間、歷史古蹟、地方展館、無障礙景點","","文化類、古蹟類、藝術類"
"439","527","387300000H","大里杙文化館","大里杙早在前清乾隆末年即有商肄發展，隨著日治時期河道改變，河港逐漸轉型，也為當地帶來新的發展契機。而日治時期因應治理之便，街庄設有保正（相當於今之里長），以傳達、執行官方行政措施。本歷史建築與庄役場同時建於1929年，原作為日治時期大里杙保正集會場所，光復後（1945年）提供戶政事務所使用，後改設為大新社區活動中心。1999年配合大里杙老街風貌再造計畫，整建作為大里杙文化館使用，為老街區獨具特色的日治時期建築，陳列展覽大里相關史料文物，不定期規劃特展。","週二至週日，09:00-12:00，14:00-17:00","412","臺中市","66000","大里區","新興路2號","","04-24069749","24.09813","120.67719","0.5-1小時","","","走國光路往大里方向前進，遇肯德雞右轉大新街，從大里鄉公所對面的將軍二巷進去，直行到底即可到達。","由臺中或豐原搭乘豐原客運往東勢或卓蘭班車皆可到達。","","https://www.tchac.taichung.gov.tw/historybuilding?uid=34&pid=90","","ChIJrej8Y408aTQRgY-ZVIAl1Hw","展示館、公車站、無障礙廁所、無障礙坡道","藝術空間、歷史古蹟、無障礙景點","","文化類、藝術類"
